Player,Team,Pos,Fantasy Points Pts,Fantasy Points x-Pts,Fantasy Points +/-,Points Per Game PPG,Points Per Game x-PPG,Points Per Game +/-,#G,Receiving Rec,Receiving X-Rec,Receiving Yds,Receiving X-Yds,Receiving TD,Receiving X-TD,Rushing Yds,Rushing X-Yds,Rushing TD,Rushing X-TD
Royce Freeman,HST,RB,21.0,31.1,-10.1,5.3,7.8,-2.5,4,6,5.44,33,30.3,0,0.0672,117,175.1652,0,0.79
Darrell Henderson,JAX,RB,73.5,75.3,-1.7999999999999972,7.3,7.5,-0.2,10,17,17.38,102,124.8,0,0.4608,283,299.8604,3,2.12
Dareke Young,SEA,WR,4.4,2.9,1.5000000000000004,0.3,0.2,0.1,13,2,1.7,24,11.7,0,0.0,0,0.0,0,0.0
Marquez Valdes-Scantling,KC,WR,122.4,147.3,-24.90000000000001,7.2,8.7,-1.5,17,42,47.02,687,725.98,2,4.5312,-3,4.7726,0,0.01
C.J. Ham,MIN,RB,31.3,29.8,1.5,1.8,1.8,0.1,17,10,9.33,86,88.46,0,0.8832,7,11.1234,2,0.87
Dennis Houston,DAL,WR,3.6,8.4,-4.800000000000001,1.8,4.2,-2.4,2,2,3.14,16,40.59,0,0.192,0,0.0,0,0.0
Stephen Anderson,ARZ,TE,3.9,12.5,-8.6,0.3,0.8,-0.6,15,3,5.06,9,44.71,0,0.4992,0,0.0,0,0.0
Dawson Knox,BUF,TE,135.7,122.8,12.899999999999991,9.0,8.2,0.9,15,48,45.57,517,497.17,6,4.5888,0,0.0,0,0.0
David Njoku,CLV,TE,144.0,143.8,0.1999999999999886,10.3,10.3,0.0,14,58,55.03,628,563.78,4,5.3184,-8,4.8804,0,0.0
Travis Etienne,JAX,RB,208.6,209.7,-1.0999999999999943,12.3,12.3,-0.1,17,35,36.99,316,248.23,0,1.5744,1120,907.1782,5,7.96
Johnny Mundt,MIN,TE,39.0,37.2,1.7999999999999972,2.3,2.2,0.1,17,19,16.97,140,126.37,1,1.2576,0,0.0,0,0.0
Frank Darby,ATL,WR,2.5,2.1,0.3999999999999999,0.5,0.4,0.1,5,1,0.63,15,10.39,0,0.0672,0,0.0,0,0.0
Derrick Henry,TEN,RB,304.2,268.2,36.0,19.0,16.8,2.3,16,33,32.85,398,237.57,0,1.5264,1534,1510.5152,13,8.57
Tyler Badie,DEN,RB,9.4,2.2,7.2,9.4,2.2,7.2,1,1,1.0,24,3.7,1,0.0576,0,4.6354,0,0.0
Snoop Conner,JAX,RB,10.2,7.7,2.499999999999999,1.3,1.0,0.3,8,0,0.0,0,0.0,0,0.0,42,52.626,1,0.4
Jake Ferguson,DAL,TE,48.4,41.8,6.600000000000001,3.0,2.6,0.4,16,19,17.86,174,162.32,2,1.2768,0,0.0,0,0.0
Dallas Goedert,PHI,TE,143.2,120.5,22.69999999999999,11.9,10.0,1.9,12,55,50.03,702,527.04,3,2.9664,0,0.0,0,0.0
Damien Williams,ATL,RB,0.2,0.9,-0.7,0.2,0.9,-0.7,1,0,0.0,0,0.0,0,0.0,2,9.4374,0,0.0
JaMycal Hasty,JAX,RB,70.0,67.8,2.200000000000003,4.4,4.2,0.1,16,20,22.29,126,128.51,1,0.4224,194,189.1796,2,1.86
Devin Asiasi,CIN,TE,2.5,7.9,-5.4,0.2,0.7,-0.5,12,2,2.71,5,44.4,0,0.1248,0,0.0,0,0.0
Josh Reynolds,DET,WR,103.9,118.5,-14.599999999999994,7.4,8.5,-1.0,14,38,34.54,479,483.22,3,5.9328,0,0.0,0,0.0
Shane Zylstra,DET,TE,41.0,28.6,12.4,3.2,2.2,1.0,13,11,8.63,60,72.03,4,2.1216,0,0.0,0,0.0
Stone Smartt,LAC,TE,5.7,8.3,-2.6000000000000005,0.8,1.2,-0.4,7,4,4.12,17,42.23,0,0.0,0,0.0,0,0.0
Sean McKeon,DAL,TE,3.1,3.3,-0.1999999999999997,0.2,0.3,0.0,13,2,1.7,11,14.94,0,0.0192,0,0.0,0,0.0
Jake Tonges,CHI,TE,0.0,2.3,-2.3,0.0,0.8,-0.8,3,0,0.74,0,14.54,0,0.0096,0,0.0,0,0.0
Raheem Mostert,MIA,RB,170.4,165.7,4.700000000000017,10.7,10.4,0.3,16,31,31.5,202,220.8,2,2.2368,892,782.8636,3,3.41
DeAndre Hopkins,ARZ,WR,153.7,159.1,-5.400000000000006,17.1,17.7,-0.6,9,64,60.45,717,774.2,3,3.5328,0,0.0,0,0.0
Kalif Raymond,DET,WR,112.2,116.0,-3.799999999999997,6.6,6.8,-0.2,17,47,43.14,616,529.92,0,2.7552,36,30.4682,0,0.05
Alec Ingold,MIA,RB,38.3,44.6,-6.300000000000004,2.3,2.6,-0.4,17,15,18.28,105,161.79,1,0.4128,8,17.4742,1,0.98
Demetric Felton,CLV,WR,2.4,8.9,-6.5,0.5,1.8,-1.3,5,2,4.16,8,41.8,0,0.0096,-4,4.1356,0,0.02
Christian Kirk,JAX,WR,243.9,227.6,16.30000000000001,14.3,13.4,1.0,17,84,82.3,1108,989.36,8,7.296,11,21.2954,0,0.08
Michael Pittman Jr.,IND,WR,218.5,239.5,-21.0,13.7,15.0,-1.3,16,99,96.6,925,1056.74,4,5.9728,30,13.7298,0,0.01
Mitchell Wilcox,CIN,TE,36.8,31.5,5.299999999999997,2.3,2.0,0.3,16,17,14.52,138,136.68,1,0.5472,0,0.0,0,0.0
Hayden Hurst,CIN,TE,105.4,109.1,-3.6999999999999886,8.1,8.4,-0.3,13,52,47.38,414,434.42,2,3.0528,0,0.0,0,0.0
Stephen Sullivan,CAR,TE,6.6,9.3,-2.700000000000001,0.5,0.7,-0.2,14,2,3.07,46,54.54,0,0.1344,0,0.0,0,0.0
Ronnie Rivers,LA,RB,10.0,11.8,-1.8000000000000007,3.3,3.9,-0.6,3,5,4.69,29,22.05,0,0.1344,21,38.7296,0,0.03
Javonte Williams,DEN,RB,44.0,62.7,-18.700000000000003,11.0,15.7,-4.7,4,16,17.81,76,106.09,0,1.1328,204,204.84,0,1.17
Luke Farrell,JAX,TE,8.0,6.4,1.5999999999999996,0.5,0.4,0.1,16,4,3.49,40,28.99,0,0.0096,0,0.0,0,0.0
Brian Robinson Jr.,WAS,RB,112.7,137.7,-24.999999999999982,9.4,11.5,-2.1,12,9,10.1,60,62.02,1,0.192,797,865.0182,2,5.63
Marquez Callaway,NO,WR,37.8,57.7,-19.90000000000001,2.7,4.1,-1.4,14,16,18.92,158,246.96,1,2.352,0,0.0,0,0.0
Ja'Marr Chase,CIN,WR,246.4,238.4,8.0,20.5,19.9,0.7,12,87,82.97,1046,949.77,9,9.7648,8,16.7384,0,0.04
Dare Ogunbowale,HST,RB,48.7,60.4,-11.699999999999996,3.5,4.3,-0.8,14,20,20.69,104,133.31,0,0.2016,123,173.9598,1,1.29
Tyler Allgeier,ATL,RB,157.4,147.4,10.0,9.8,9.2,0.6,16,16,15.27,139,99.25,1,0.1152,1035,874.9648,3,5.67
Eric Tomlinson,DEN,TE,28.9,29.4,-0.5,1.7,1.7,0.0,17,9,8.41,79,68.61,2,2.3616,0,0.0,0,0.0
Justice Hill,BLT,RB,44.0,41.1,2.8999999999999986,2.9,2.7,0.2,15,12,10.39,58,60.26,0,0.0384,262,218.5596,0,0.43
N'Keal Harry,CHI,WR,24.6,16.5,8.100000000000001,3.5,2.4,1.2,7,7,5.29,116,84.27,1,0.4608,0,0.0,0,0.0
Kenneth Walker III,SEA,RB,202.5,184.2,18.30000000000001,13.5,12.3,1.2,15,27,30.51,165,182.68,0,0.2016,1050,951.591,9,6.51
Justin Watson,KC,WR,58.5,64.2,-5.700000000000003,3.4,3.8,-0.3,17,15,17.11,315,327.39,2,2.4,0,0.0,0,0.0
Kyle Philips,TEN,WR,15.8,20.0,-4.199999999999999,4.0,5.0,-1.0,4,8,9.21,78,107.68,0,0.0096,0,0.0,0,0.0
Jonathan Ward,TEN,RB,5.2,7.7,-2.5,2.6,3.9,-1.3,2,2,2.45,7,17.19,0,0.2112,25,22.491,0,0.0
Michael Gallup,DAL,WR,105.4,128.9,-23.5,7.5,9.2,-1.7,14,39,43.25,424,571.66,4,4.7424,0,0.0,0,0.0
Cedrick Wilson,MIA,WR,26.4,28.6,-2.200000000000003,1.8,1.9,-0.1,15,12,11.36,136,146.01,0,0.432,8,0.0,0,0.0
Malik Davis,DAL,RB,34.4,29.3,5.099999999999998,4.9,4.2,0.7,7,6,5.2,63,31.63,0,0.3168,161,168.4816,1,0.37
Marcus Jones,NE,WR,17.8,5.7,12.1,3.6,1.1,2.4,5,4,3.67,78,19.54,1,0.0096,0,0.0,0,0.0
Dante Pettis,CHI,WR,65.2,62.0,3.200000000000003,3.8,3.6,0.2,17,19,22.44,245,263.14,3,2.064,37,7.8204,0,0.02
Tony Pollard,DAL,RB,248.8,194.9,53.900000000000006,15.6,12.2,3.4,16,39,41.42,371,304.34,3,1.7472,1007,828.2384,9,4.96
Aaron Jones,GB,RB,253.0,234.7,18.30000000000001,14.9,13.8,1.1,17,59,62.13,395,393.87,5,3.408,1125,915.075,2,3.54
Marquise Brown,ARZ,WR,156.0,182.6,-26.599999999999994,13.0,15.2,-2.2,12,67,67.78,709,905.09,3,3.9648,1,4.8412,0,0.0
Myles Gaskin,MIA,RB,9.4,15.2,-5.799999999999999,4.7,7.6,-2.9,2,4,4.61,28,32.59,0,0.4416,26,45.178,0,0.03
Daniel Bellinger,NYG,TE,75.1,60.0,15.099999999999994,6.3,5.0,1.3,12,30,25.95,269,245.58,2,1.5744,2,0.0,1,0.0
Dezmon Patmon,IND,WR,4.4,12.5,-8.1,4.4,12.5,-8.1,1,2,3.82,24,62.81,0,0.4032,0,0.0,0,0.0
Terry McLaurin,WAS,WR,229.0,210.8,18.19999999999999,13.5,12.4,1.1,17,77,73.2,1191,1060.1,5,4.8,29,27.5282,0,0.0
Michael Strachan,IND,WR,8.9,21.8,-12.9,0.7,1.7,-1.0,13,3,4.45,59,70.12,0,1.728,0,0.0,0,0.0
Brandin Cooks,HST,WR,144.6,156.3,-11.700000000000015,11.1,12.0,-0.9,13,56,56.28,699,749.0,3,4.0336,7,9.3394,0,0.0
D'Onta Foreman,CAR,RB,128.9,135.4,-6.5,7.6,8.0,-0.4,17,5,6.98,26,49.37,0,0.2112,913,854.7372,5,6.13
Michael Bandy,LAC,WR,18.9,28.3,-9.400000000000002,1.9,2.8,-0.9,10,10,11.42,89,145.33,0,0.3936,0,0.0,0,0.0
Pharaoh Brown,CLV,TE,23.7,30.3,-6.600000000000001,1.5,1.9,-0.4,16,12,13.33,117,137.25,0,0.5472,0,0.0,0,0.0
Nick Chubb,CLV,RB,281.4,232.9,48.49999999999997,16.6,13.7,2.9,17,27,27.8,239,210.36,1,0.8256,1525,1300.5882,12,8.17
Brandon Powell,LA,WR,47.6,60.5,-12.9,2.8,3.6,-0.8,17,24,25.34,156,183.48,0,1.488,80,68.972,0,0.17
Jeremy Ruckert,NYJ,TE,1.8,3.4,-1.6,0.4,0.7,-0.3,5,1,1.66,8,17.15,0,0.0,0,0.0,0,0.0
Ty Chandler,MIN,RB,2.0,2.8,-0.7999999999999998,1.0,1.4,-0.4,2,0,0.0,0,0.0,0,0.0,20,27.6948,0,0.0
Cooper Kupp,LA,WR,203.4,172.1,31.30000000000001,22.6,19.1,3.5,9,75,68.05,812,733.79,6,4.4352,52,39.0138,1,0.03
Jonnu Smith,NE,TE,52.0,58.1,-6.100000000000001,3.7,4.2,-0.4,14,27,27.41,245,229.33,0,1.2192,5,2.7538,0,0.03
Greg Dulcich,DEN,TE,86.1,91.9,-5.800000000000011,8.6,9.2,-0.6,10,33,34.04,411,483.03,2,1.5936,0,0.0,0,0.0
Joshua Kelley,LAC,RB,64.8,78.1,-13.299999999999995,5.0,6.0,-1.0,13,14,18.58,101,160.72,0,0.192,287,278.9378,2,2.4
Brycen Hopkins,LA,TE,17.9,20.2,-2.3000000000000007,1.3,1.4,-0.2,14,7,7.61,109,105.52,0,0.336,0,0.0,0,0.0
Parker Hesse,ATL,TE,17.9,19.2,-1.3000000000000007,1.1,1.1,-0.1,17,9,8.25,89,83.92,0,0.432,0,0.0,0,0.0
Hunter Henry,NE,TE,103.9,98.0,5.900000000000006,6.1,5.8,0.3,17,41,40.11,509,444.28,2,2.2368,0,0.0,0,0.0
Melvin Gordon III,DEN,RB,91.1,110.5,-19.40000000000001,9.1,11.1,-1.9,10,25,25.86,223,197.57,0,0.5376,318,372.3918,2,4.07
Derek Watt,PIT,RB,20.2,19.4,0.8000000000000007,1.2,1.1,0.0,17,5,4.0,11,27.34,1,1.0368,21,29.9786,1,0.58
Armani Rogers,WAS,TE,14.0,10.9,3.1,1.3,1.0,0.3,11,5,5.12,64,47.58,0,0.0096,26,8.7416,0,0.01
Isiah Pacheco,KC,RB,139.0,127.0,12.0,8.2,7.5,0.7,17,13,11.78,130,68.33,0,0.24,830,713.215,5,5.93
Stanley Morgan Jr.,CIN,WR,0.0,3.5,-3.5,0.0,0.3,-0.3,14,0,0.81,0,1.62,0,0.4224,0,0.0,0,0.0
Kyle Pitts,ATL,TE,75.6,110.1,-34.5,7.6,11.0,-3.5,10,28,35.64,356,558.92,2,3.024,0,4.655,0,0.0
Demarcus Robinson,BLT,WR,105.8,134.7,-28.89999999999999,6.2,7.9,-1.7,17,48,50.63,458,609.95,2,3.8496,0,0.0,0,0.0
Lance McCutcheon,LA,WR,0.0,5.5,-5.5,0.0,0.7,-0.7,8,0,1.75,0,24.8,0,0.2112,0,0.0,0,0.0
Simi Fehoko,DAL,WR,5.4,6.4,-1.0,1.1,1.3,-0.2,5,3,2.49,24,31.58,0,0.1248,0,0.0,0,0.0
Mo Alie-Cox,IND,TE,55.9,48.7,7.199999999999996,3.3,2.9,0.4,17,19,19.62,189,183.28,3,1.7952,0,0.0,0,0.0
Latavius Murray,DEN,RB,150.7,143.6,7.099999999999994,11.6,11.0,0.5,13,27,27.86,132,172.24,0,0.096,745,740.1752,6,3.99
Chase Claypool,CHI,WR,103.0,133.9,-30.90000000000001,6.9,8.9,-2.1,15,46,49.16,451,635.52,1,2.3712,59,38.5732,0,0.52
Miles Sanders,PHI,RB,220.9,200.9,20.0,13.0,11.8,1.2,17,20,22.22,78,167.6,0,0.0288,1271,1076.6578,11,9.01
Allen Robinson II,LA,WR,84.9,108.9,-24.0,8.5,10.9,-2.4,10,33,31.71,339,363.55,3,6.7984,0,0.0,0,0.0
Ihmir Smith-Marsette,KC,WR,2.4,5.4,-3.0000000000000004,0.3,0.8,-0.4,7,1,2.16,15,26.24,0,0.0192,-1,4.753,0,0.01
Zander Horvath,LAC,RB,18.6,20.9,-2.299999999999997,1.2,1.4,-0.2,15,5,5.53,8,32.97,2,1.4592,8,13.4652,0,0.33
Russell Gage,TB,WR,123.6,130.9,-7.300000000000011,9.5,10.1,-0.6,13,51,50.52,426,460.6,5,5.712,0,0.0,0,0.0
Adam Prentice,NO,RB,4.8,5.8,-1.0,0.4,0.5,-0.1,11,3,2.79,9,13.37,0,0.0,9,12.8968,0,0.06
Michael Burton,KC,RB,3.8,7.1,-3.3,0.2,0.4,-0.2,16,2,2.68,11,20.97,0,0.0384,7,18.326,0,0.04
D.J. Chark Jr.,DET,WR,98.2,97.4,0.7999999999999972,8.9,8.9,0.1,11,30,29.65,502,477.53,3,3.3312,0,0.0,0,0.0
Josh Oliver,BLT,TE,40.9,53.3,-12.4,2.4,3.1,-0.7,17,14,16.07,149,188.45,2,3.072,0,0.0,0,0.0
Kene Nwangwu,MIN,RB,5.5,7.3,-1.7999999999999998,1.8,2.4,-0.6,3,2,1.76,21,14.99,0,0.0,14,37.779,0,0.04
Benny Snell Jr.,PIT,RB,18.7,14.5,4.199999999999999,3.7,2.9,0.8,5,2,1.84,17,11.99,0,0.0,90,83.594,1,0.52
Duke Johnson Jr.,BUF,RB,0.4,0.9,-0.5,0.4,0.9,-0.5,1,0,0.0,0,0.0,0,0.0,4,5.6742,0,0.05
Allen Lazard,GB,WR,174.8,196.5,-21.69999999999999,11.7,13.1,-1.4,15,60,61.75,788,866.27,6,7.8624,0,8.281,0,0.02
Quez Watkins,PHI,WR,86.4,86.1,0.3000000000000113,5.1,5.1,0.0,17,33,33.74,354,400.41,3,1.9776,0,4.3218,0,0.0
J.J. Taylor,NE,RB,2.7,8.9,-6.2,2.7,8.9,-6.2,1,1,0.84,8,8.82,0,0.0,9,44.051,0,0.46
Gary Brightwell,NYG,RB,28.9,31.1,-2.200000000000003,2.6,2.8,-0.2,11,5,5.66,39,36.81,0,0.5088,140,132.9468,1,0.91
Davante Adams,LV,WR,335.5,316.6,18.899999999999977,19.7,18.6,1.1,17,100,105.97,1516,1489.5,14,10.0528,-1,13.2594,0,0.0
Breece Hall,NYJ,RB,117.1,104.6,12.5,16.7,14.9,1.8,7,19,22.95,218,209.27,1,1.3152,463,334.9252,4,3.23
Ty'Son Williams,ARZ,RB,1.5,1.4,0.1,1.5,1.4,0.1,1,1,0.88,5,4.86,0,0.0,0,0.0,0,0.0
Nick Vannett,NYG,TE,11.5,10.2,1.3000000000000007,1.3,1.1,0.1,9,6,5.69,55,39.05,0,0.1056,0,0.0,0,0.0
Drake London,ATL,WR,182.6,218.1,-35.5,10.7,12.8,-2.1,17,72,73.8,866,975.13,4,7.7952,0,0.0,0,0.0
Ronald Jones,KC,RB,16.2,12.3,3.899999999999999,2.7,2.1,0.6,6,1,0.88,22,5.94,0,0.0,70,71.4224,1,0.62
Zack Moss,IND,RB,66.5,73.3,-6.799999999999997,5.1,5.6,-0.5,13,11,10.48,39,73.07,0,0.0672,456,396.3908,1,2.58
Cole Beasley,BUF,WR,9.5,10.6,-1.0999999999999996,2.4,2.6,-0.3,4,6,5.62,35,49.44,0,0.0,0,0.0,0,0.0
Terrace Marshall Jr.,CAR,WR,83.0,87.3,-4.299999999999997,5.9,6.2,-0.3,14,28,28.15,490,398.06,1,3.216,0,0.0,0,0.0
KhaDarel Hodge,ATL,WR,39.2,33.5,5.700000000000003,2.3,2.0,0.3,17,13,11.9,202,176.59,1,0.6528,0,0.0,0,0.0
Noah Togiai,PHI,TE,0.0,1.8,-1.8,0.0,0.9,-0.9,2,0,0.86,0,9.47,0,0.0,0,0.0,0,0.0
DeeJay Dallas,SEA,RB,48.2,48.7,-0.5,3.4,3.5,0.0,14,17,16.29,126,115.3,0,0.5952,186,155.5848,0,0.3
Patrick Ricard,BLT,RB,20.0,24.8,-4.800000000000001,1.2,1.5,-0.3,17,11,10.92,74,79.67,0,0.1536,16,23.716,0,0.43
Adam Thielen,MIN,WR,178.0,197.6,-19.599999999999994,10.5,11.6,-1.2,17,70,66.34,716,803.8,6,8.4,4,4.3806,0,0.01
Dan Arnold,JAX,TE,22.5,18.3,4.199999999999999,1.4,1.1,0.3,16,9,7.82,135,89.11,0,0.2688,0,0.0,0,0.0
Parris Campbell,IND,WR,149.1,141.7,7.400000000000006,8.8,8.3,0.4,17,63,61.91,623,637.79,3,2.2752,58,21.7364,0,0.03
O.J. Howard,HST,TE,36.5,45.3,-8.799999999999997,2.8,3.5,-0.7,13,10,15.33,145,197.63,2,1.7088,0,0.0,0,0.0
DeSean Jackson,BLT,WR,24.3,27.6,-3.3000000000000007,3.5,3.9,-0.5,7,9,9.14,153,156.23,0,0.4704,0,0.0,0,0.0
Daylen Baldwin,CLV,WR,4.5,2.7,1.7999999999999998,4.5,2.7,1.8,1,2,1.11,25,14.99,0,0.0192,0,0.0,0,0.0
Mike Thomas,CIN,WR,5.8,21.0,-15.2,0.6,2.1,-1.5,10,2,5.1,38,70.88,0,1.4688,0,0.0,0,0.0
David Johnson,NO,RB,11.1,11.8,-0.7000000000000011,2.2,2.4,-0.1,5,4,3.46,47,25.34,0,0.0,24,49.4214,0,0.15
Tre' McKitty,LAC,TE,17.2,29.4,-12.2,1.0,1.7,-0.7,17,10,11.2,72,87.37,0,1.584,0,0.0,0,0.0
Harrison Bryant,CLV,TE,61.7,79.6,-17.89999999999999,3.6,4.7,-1.1,17,31,31.09,239,304.77,1,2.9376,8,3.8514,0,0.01
Cordarrelle Patterson,ATL,RB,150.7,139.1,11.599999999999994,11.6,10.7,0.9,13,21,24.48,122,188.63,0,1.0464,695,590.9796,8,5.07
Pierre Strong Jr.,NE,RB,27.2,18.4,8.8,3.4,2.3,1.1,8,7,6.11,42,48.61,0,0.0096,100,42.1204,1,0.52
Jalen Reagor,MIN,WR,26.9,28.0,-1.1000000000000014,1.9,2.0,-0.1,14,8,8.93,104,129.5,1,0.6816,25,16.4836,0,0.06
Joe Mixon,CIN,RB,239.6,266.6,-27.00000000000003,17.1,19.0,-1.9,14,60,59.44,441,395.82,2,3.5712,815,858.335,7,10.06
Jamison Crowder,BUF,WR,12.0,18.6,-6.600000000000001,3.0,4.7,-1.7,4,6,7.83,60,101.21,0,0.1056,0,0.0,0,0.0
Kyle Rudolph,TB,TE,11.8,12.4,-0.5999999999999996,1.3,1.4,-0.1,9,3,3.23,28,39.0,1,0.8832,0,0.0,0,0.0
Pat Freiermuth,PIT,TE,148.2,164.1,-15.900000000000006,9.3,10.3,-1.0,16,63,64.19,732,725.69,2,4.56,0,0.0,0,0.0
Kareem Hunt,CLV,RB,126.8,143.2,-16.39999999999999,7.5,8.4,-1.0,17,35,34.85,210,235.84,1,1.4688,468,506.239,3,4.22
Lil'Jordan Humphrey,NE,WR,4.0,4.8,-0.7999999999999998,0.8,1.0,-0.2,5,2,2.33,20,24.49,0,0.0,0,0.0,0,0.0
Tony Jones Jr.,SEA,RB,10.4,14.3,-3.9,2.6,3.6,-1.0,4,5,5.86,30,32.57,0,0.1152,24,44.296,0,0.01
Jerry Jeudy,DEN,WR,205.3,180.7,24.600000000000023,13.7,12.0,1.6,15,68,64.65,987,842.0,6,5.1456,26,7.8596,0,0.04
Noah Brown,DAL,WR,116.5,125.7,-9.200000000000005,7.3,7.9,-0.6,16,43,43.59,555,561.17,3,4.3392,0,0.0,0,0.0
Jauan Jennings,SF,WR,82.6,92.2,-9.600000000000009,5.2,5.8,-0.6,16,35,37.61,416,442.38,1,1.7184,0,0.0,0,0.0
Freddie Swain,DEN,WR,11.4,9.6,1.8000000000000007,2.9,2.4,0.5,4,4,4.18,74,49.09,0,0.0864,0,0.0,0,0.0
Diontae Johnson,PIT,WR,176.7,249.3,-72.60000000000002,10.4,14.7,-4.3,17,86,91.73,882,1147.13,0,6.5664,25,30.8406,0,0.06
Juwan Johnson,NO,TE,134.8,111.7,23.10000000000001,8.4,7.0,1.4,16,42,39.63,508,482.5,7,3.9744,0,0.0,0,0.0
Troy Hairston II,HST,RB,6.9,13.1,-6.199999999999999,0.4,0.8,-0.4,16,5,5.58,19,47.98,0,0.4512,0,0.0,0,0.0
Jeff Smith,NYJ,WR,21.4,21.7,-0.3000000000000007,1.9,2.0,0.0,11,8,7.03,134,86.49,0,0.9984,0,0.0,0,0.0
Robert Tonyan,GB,TE,112.0,111.8,0.2000000000000028,6.6,6.6,0.0,17,53,47.86,470,482.71,2,2.6112,0,0.0,0,0.0
Dax Milne,WAS,WR,15.7,15.1,0.5999999999999996,1.2,1.2,0.0,13,6,5.39,37,49.45,1,0.7872,0,0.0,0,0.0
Phillip Dorsett,HST,WR,51.7,68.5,-16.799999999999997,3.4,4.6,-1.1,15,20,25.41,257,341.29,1,1.488,0,0.0,0,0.0
T.Y. Hilton,DAL,WR,19.1,17.2,1.900000000000002,6.4,5.7,0.6,3,7,6.31,121,108.21,0,0.0096,0,0.0,0,0.0
River Cracraft,MIA,WR,31.2,29.9,1.3000000000000007,2.8,2.7,0.1,11,9,9.43,102,116.31,2,1.48,0,0.0,0,0.0
Braxton Berrios,NYJ,WR,53.6,58.7,-5.100000000000001,3.4,3.7,-0.3,16,18,22.2,145,219.05,0,1.7088,91,39.1314,2,0.07
Mark Andrews,BLT,TE,188.5,209.6,-21.099999999999994,12.6,14.0,-1.4,15,73,73.93,847,937.61,5,6.7872,8,11.2406,0,0.01
Treylon Burks,TEN,WR,94.1,95.1,-1.0,8.6,8.6,-0.1,11,33,34.39,444,459.25,2,2.1504,47,16.219,0,0.04
K.J. Osborn,MIN,WR,155.6,154.0,1.5999999999999943,9.2,9.1,0.1,17,60,59.13,650,677.83,5,4.2912,6,12.3088,0,0.01
Alexander Mattison,MIN,RB,88.4,78.9,9.5,5.2,4.6,0.6,17,15,15.14,91,78.44,1,0.768,283,302.762,5,3.5
A.J. Brown,PHI,WR,303.6,255.1,48.50000000000003,17.9,15.0,2.9,17,88,85.88,1496,1213.8,11,7.968,0,0.0,0,0.0
Jelani Woods,IND,TE,74.2,70.8,3.4000000000000057,4.9,4.7,0.2,15,25,23.32,312,301.96,3,2.88,0,0.0,0,0.0
Elijah Mitchell,SF,RB,43.6,37.9,5.700000000000003,8.7,7.6,1.1,5,3,2.71,7,11.97,0,0.4032,279,177.0276,2,2.31
Khalil Shakir,BUF,WR,32.1,29.7,2.400000000000002,2.3,2.1,0.2,14,10,11.09,161,144.44,1,0.7008,0,0.0,0,0.0
Marlon Mack,DEN,RB,38.3,23.9,14.4,7.7,4.8,2.9,5,8,8.06,99,53.96,1,0.1344,84,69.678,1,0.44
Kenyan Drake,BLT,RB,104.1,104.0,0.0999999999999943,8.7,8.7,0.0,12,17,20.27,89,123.97,1,1.3824,482,462.8642,4,2.8
Brandon Aiyuk,SF,WR,229.8,206.1,23.700000000000017,13.5,12.1,1.4,17,78,76.17,1015,992.06,8,4.9536,23,9.31,0,0.01
Kendall Hinton,DEN,WR,56.4,56.7,-0.3000000000000042,4.7,4.7,0.0,12,24,22.29,311,268.62,0,1.104,13,8.7416,0,0.01
Nsimba Webster,CHI,WR,3.4,4.4,-1.0000000000000004,3.4,4.4,-1.0,1,2,2.1,14,22.61,0,0.0,0,0.0,0,0.0
Keith Smith,ATL,RB,2.0,7.3,-5.3,0.1,0.4,-0.3,17,1,1.62,8,8.86,0,0.7296,2,4.0572,0,0.0
Bennett Skowronek,LA,WR,84.3,99.9,-15.600000000000009,6.0,7.1,-1.1,14,39,42.33,376,490.93,0,1.3344,17,3.8318,1,0.02
